Label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30
Ignacio,-471.80264,77.48632,31.77782,52.416054,-5.220936,23.828873,-30.297323,14.17113,-18.528967,8.277301,-15.446204,-1.3833374,-9.734364,-5.4381056,2.4500318,-8.210066,-4.1519003,-5.9206977,-1.3770732,-9.326306,-3.2264183,-5.6339927,-6.1657023,-6.572579,-4.646254,-4.8755126,-4.4047084,-5.078327,-1.3236462,-5.2117443
Ignacio,-509.6781,65.73115,28.291063,45.110714,0.90229386,21.398695,-16.822857,6.9159765,-7.12404,7.945578,-8.904191,-0.21442784,-5.1344876,-6.501613,4.57687,-5.875945,-3.561661,-3.7855942,-0.47317755,-5.6371455,-4.191612,-4.8351,-5.3773513,-5.474794,-3.7855365,-4.8109016,-4.0985847,-4.652379,-1.1874362,-4.1994143
Irma,-377.96783,90.335815,3.554184,17.824528,4.0123596,3.4871755,-23.779573,11.1177025,-9.050408,-9.048911,-2.3599215,-6.7651587,1.4263442,-6.7978787,-0.7900302,-10.36041,3.7468085,-3.0228274,-6.341342,-1.3038859,-6.023736,-3.5678577,-5.711288,-0.34603372,-7.1655416,-3.6535347,-3.4553576,-1.4583664,2.2425838,2.8591032
Irma,-378.3667,90.08489,-0.87819636,26.44327,4.267407,3.4633455,-32.20502,13.655902,-5.9221506,-13.889926,-1.3618306,-7.9525766,0.9375511,-4.8103333,3.245491,-10.4159975,0.81347644,-3.73226,-9.13648,-1.2711792,-4.373405,-4.256943,-6.2815847,-1.1751261,-6.8439474,-3.5725322,-6.00481,-3.696918,-1.356739,-0.09847423
Irma,-361.50833,92.5302,-4.712999,18.882421,-0.069450945,3.905482,-33.123463,11.244106,-8.824668,-14.577332,-2.6619346,-9.277938,-0.88496387,-5.505049,1.5394994,-11.962857,1.0669227,-6.0624466,-6.6692457,-2.0702603,-5.8580875,-1.4634504,-7.6578293,-0.90458494,-7.533877,-3.6005514,-3.506673,-3.4903111,-1.1099563,-1.1572436
Irma,-372.3131,97.68133,-4.0583086,21.093784,0.46317407,0.8569146,-33.218224,11.50505,-6.7975764,-12.091211,-1.3262347,-7.635949,-0.39542693,-3.7706397,2.350515,-13.477388,2.6140459,-3.3855448,-7.9085336,-1.1484599,-4.6312203,-3.530932,-6.9931498,0.77988404,-6.4694824,-4.622927,-4.084393,-2.2932105,-0.8768454,1.098645
Irma,-365.66644,97.03987,-3.01335,26.797922,0.0063385433,-3.8005154,-35.190777,13.3987875,-11.251728,-15.527536,-2.8025737,-9.091322,-0.9411916,-7.809611,0.06626882,-13.842875,0.94897777,-6.8746977,-7.044953,-1.0098683,-5.606081,-2.4614387,-10.173949,-0.45374426,-8.759258,-6.626168,-4.5467367,-3.6711178,-1.0822095,-0.80474997
JesusAntonio,-445.84174,66.13868,20.033884,28.970175,-5.6656795,24.412071,-16.873383,-3.0034122,-14.8393545,-1.2389691,-11.747979,-7.815706,-9.436686,-6.9071712,-1.1084855,-6.473287,-5.954055,0.77347046,-8.852152,-3.3862147,-8.70079,-3.296863,-9.40939,-3.4931939,-5.1875987,-2.3169286,-5.388122,-1.7814311,-0.21329169,-3.132914
JesusAntonio,-473.5979,72.722275,8.764037,21.881636,-10.80235,18.91774,-16.69901,-1.7730309,-11.171349,-4.0787997,-7.6915936,-8.292709,-5.665215,-7.7116833,-0.38638604,-6.3669195,-7.7116117,0.87499833,-7.6389003,-2.917697,-8.02198,-2.3320005,-5.713298,-2.7455547,-6.6408286,-1.9900075,-4.031734,-3.0688748,-2.7141047,-2.1656394
JesusAntonio,-509.20636,65.20425,16.366573,18.565493,-6.635641,24.973024,-13.116221,-4.526363,-11.537523,-7.0444098,-9.666014,-7.6686215,-5.2728586,-8.027882,-0.36920208,-1.851054,-5.774059,-0.4161672,-5.797072,-1.0475796,-7.8694825,-2.474392,-3.6982734,-5.7913446,-5.405207,-0.44186464,-2.8991144,-2.0432544,-1.855928,-1.5680698
JesusAntonio,-448.12332,62.212112,41.789078,37.033386,0.70696455,25.93134,-33.742172,-1.2278361,-20.96317,-10.976221,-8.969904,-10.748304,-9.616452,-9.013705,-4.2483883,-5.5679736,-7.6527295,0.11537809,-5.3189,-0.55050594,-8.30616,3.7297754,-9.237797,-1.5152622,-6.732803,-0.09082712,-2.0295053,-1.7313142,0.69234973,-1.7989738
JesusAntonio,-459.77295,83.79542,26.963236,26.479652,-5.6636415,28.635063,-25.749495,-8.524226,-8.642481,-5.32915,-7.9806213,-11.55249,-7.2398653,-8.559504,-2.9309397,-5.7527466,-10.894664,0.33620316,-5.2522173,-2.457292,-8.627288,-3.9739578,-2.769573,-3.7545877,-4.9735293,0.49257472,-3.9010458,-0.6030198,-0.6472666,-2.7958434
LuisG,-368.77042,93.63368,31.136429,29.05646,14.996041,9.269712,-16.038218,-0.79056644,-2.763136,-0.23835744,-3.2698276,-3.017759,2.508685,-4.221257,3.570646,-1.3272052,-2.02145,5.070073,-3.3573287,-1.6470898,0.6843441,0.10228226,-1.4567506,4.7431145,0.77630424,2.1234894,-2.7264369,0.79559636,-0.006772312,-1.9702247
LuisG,-393.56055,94.236206,36.421318,31.717121,22.68432,16.98078,-8.635252,7.996886,-2.9241815,1.4367583,-2.2548487,0.8683014,4.7311997,-1.4893535,3.0933518,-3.1182547,-0.47032443,4.2550116,-5.0307097,-2.2708719,0.78877467,-1.58196,-2.017688,3.8133585,-2.9702883,0.42500466,-1.5362649,1.1047329,-3.5665882,-2.4483478
LuisG,-364.07104,95.39412,23.009706,23.797972,6.049823,8.764897,-11.015604,0.78994054,-0.23310281,-1.2466313,-9.150885,-1.9517618,3.3218372,-5.396573,0.9774448,-4.552308,-1.984933,7.9526834,-3.464089,-0.6433232,1.9627013,-2.8999732,-2.7745957,4.4708257,-0.3199211,-0.40949568,-1.6011811,1.9012443,-2.4215996,-2.8415208
LuisG,-386.11096,65.12035,22.59491,26.715008,10.618658,6.436126,-8.797174,1.1020722,-1.8606728,-3.1855044,-9.172012,-0.87965184,1.1116929,-3.0688894,1.0635235,-7.073545,-0.57111984,6.870474,-3.6495392,1.2458411,-0.3208214,-4.212357,-1.5342671,2.3944626,-0.30942136,-0.7606869,0.8535677,-0.14693575,0.6701674,-3.5255353
LuisG,-386.8096,74.907455,22.45871,35.14046,15.523043,10.348247,-8.762034,-0.1395641,0.34841892,1.669427,-8.432326,1.5785879,0.80333155,-2.3355389,5.2115283,-4.924326,1.4562793,7.063013,-4.307812,3.8134434,-1.3096602,-1.3504072,0.043385603,3.1143053,1.3328627,0.317704,0.87557036,0.1311258,0.16715583,-4.2797313
Maria,-327.2375,109.22012,32.279903,28.68006,-2.570795,-4.849231,-8.282405,-4.961195,-9.572155,-1.7361627,-3.2034461,-5.719036,-11.549023,-3.7082815,-2.6134286,-4.2574744,-1.706084,0.24182734,-6.0415277,-2.890907,-4.169713,-6.531149,-3.5752604,0.7318963,-5.420417,0.4498272,-0.46163574,5.437008,-0.12651595,5.8816237
Maria,-307.60242,76.669235,36.32347,38.6241,6.159037,-6.4712405,-15.9344,-7.393863,-17.20076,-3.3574805,-4.7455983,-7.253906,-12.09874,-5.7678814,-3.3026392,-3.0964253,-1.5700747,-4.4056873,-7.2990065,5.182875,-8.279248,-6.8289137,-5.623816,-1.2323546,-2.9490552,0.1357108,-0.00467216,6.2421894,0.98999876,2.2534528
Maria,-300.06064,92.64093,36.73442,26.711533,3.8525655,-1.4662032,-15.977338,2.05924,-11.150097,-7.730854,-10.723649,-9.5233965,-7.967789,3.023521,-7.2994833,-8.514112,3.020809,-9.446208,-4.9095,-5.4362392,-3.2317245,-11.806444,-4.569498,-1.6833413,-3.1052732,-0.2874076,-1.4787053,3.897787,-1.1916289,2.9586532
Maria,-355.11627,113.21633,38.99035,18.032885,0.5020483,9.34922,-7.33755,-8.008836,-19.15771,-3.39102,0.12257691,-7.28791,-14.534075,-0.6070467,-1.9240444,-2.8488965,1.2339106,-2.7874095,-8.519858,-0.01113385,-4.9146013,-4.729683,-3.1215904,-8.68269,-6.2614017,-1.4989146,2.59287,3.9057758,-0.80942243,7.4662514
Maria,-327.79477,104.1041,28.252079,18.767094,9.404088,-7.405496,-9.502425,0.37115735,-9.033977,-8.403621,-16.60003,-6.421545,-9.191529,-1.6028906,-6.6515446,-4.003187,0.327348,-3.3489141,-8.039167,-2.6114948,-4.8969502,-6.218321,0.0022688403,-0.51681185,-1.5063881,-2.735007,-2.576855,-0.06278239,-1.4814836,2.8146677
MariaAquino,-411.60107,89.90243,-6.058225,42.137817,-4.6283274,-9.210088,-27.34231,-7.5938463,-10.804259,-10.01078,-10.478301,-2.633357,-2.2729552,-5.786421,-3.9429336,-2.1547422,-5.4729176,-6.4012313,-3.1266518,-5.3110523,-6.446177,-2.2926524,-4.383217,-4.3888373,-2.5914676,-2.8521996,-5.3193398,-1.6910769,-1.0184125,0.44884023
MariaAquino,-401.054,121.18844,-11.026027,36.29259,-4.439993,-20.846092,-32.689335,-11.37704,-10.142601,-12.662868,-8.624972,-9.974924,-1.0541912,-4.989353,-5.5613604,-3.9959016,-7.627017,-6.3510613,-6.202016,-8.602053,-8.16674,-8.13408,-4.166457,-4.101222,-4.208688,0.54959446,-2.4149663,-0.22900015,1.1773654,1.9112471
MariaAquino,-398.52994,110.809525,-10.369377,38.60708,-4.5401154,-21.060629,-31.854528,-10.028222,-8.894126,-13.439241,-12.125662,-8.430968,-1.3345842,-3.5917103,-5.707983,-2.7989056,-3.674904,-5.2576156,-6.727757,-7.0894284,-7.903888,-11.348294,-5.616441,-7.678518,-5.8617096,-0.36865842,-4.021545,1.0737343,2.4038322,3.4027917
MariaAquino,-400.95767,113.98115,-14.374094,40.313572,-10.1414795,-21.212547,-35.69809,-5.6225214,-7.896936,-5.669264,-6.252323,-7.147517,2.8327782,-3.4446466,-6.494528,0.21700466,-4.4697647,-2.8575916,-3.4245212,-8.86661,-6.084812,-10.492693,-5.2364874,-5.830736,-3.9709141,4.037446,-0.5715397,5.6433644,3.1636562,3.5764582
MariaAquino,-415.8258,114.10398,-3.190614,38.22289,-8.758929,-20.946531,-35.86159,-3.306352,-7.192905,-11.532526,-9.865242,-9.628148,-0.37448737,-6.736053,-5.9479756,-4.865336,-8.0035095,-4.5886154,-5.006961,-7.160582,-6.7020454,-8.159053,-4.818992,-3.8989255,-2.0720549,0.595408,-3.2829456,1.7659105,1.3640627,4.292928
Mariana,-392.563,98.68884,-3.3830624,23.163626,-1.3538834,-6.1741056,-20.886135,-15.21935,-5.592447,-10.10191,-14.443237,-12.399834,-4.5595922,-5.0225396,-8.392546,-7.1969132,-1.1010456,-9.157071,-8.121047,-4.857802,-10.196458,-7.6900816,-2.8451817,-2.611737,1.2225227,7.816864,7.547385,10.32018,10.00854,7.142877
Mariana,-362.05988,114.56094,-15.090955,19.586527,-3.3909013,-1.6283092,-22.05334,-6.163448,-9.313256,-7.2796836,-11.551526,-15.8201,-4.7974186,-5.339257,-4.9321303,-7.555439,2.7391272,-4.4977403,-6.417755,-6.286359,-8.040942,-8.656784,-5.2808065,-3.6785119,-4.9716654,1.0421116,-1.7054743,-0.34542194,-1.6655718,4.7309155
Mariana,-384.64777,117.025764,-8.745184,11.211154,-5.4728274,-7.417549,-24.846453,-11.866901,-5.8311205,-4.406644,-18.240885,-17.508614,-2.0789015,-8.476553,-11.2196455,-5.824671,1.4607145,-12.195047,-10.421446,-5.588294,-9.737313,-3.6347306,7.359823,7.743885,12.559907,14.827468,0.4221826,0.9263432,-0.8763356,2.2444992
Mariana,-404.5459,117.32708,-19.428007,21.743223,-0.04634812,-10.874907,-18.69872,-17.00306,-1.9867973,-10.507862,-20.92691,-12.3230715,-6.2088013,-7.1419992,-11.774584,-6.2096276,0.21673578,-14.296158,-9.229564,-3.771942,-10.668517,-6.569819,0.8168307,1.6325479,3.6042573,5.6708984,4.1874957,7.4487967,9.259195,11.514819
Mariana,-390.32242,119.42594,-15.361595,18.239326,9.098081,-10.539764,-22.302126,-20.754435,-7.487824,-6.070373,-16.52196,-13.651329,0.28520638,-4.3883424,-11.4902725,-5.5020256,-1.286587,-10.833546,-12.153541,-5.1125174,-8.410426,-11.524111,-2.9783669,2.148104,3.5212014,7.7507114,7.1356125,11.040987,11.758706,7.221064
Mario,-405.68558,105.3916,2.7675655,35.87783,13.605736,10.169988,-14.786167,8.634433,-10.340212,-7.8477964,-9.124828,-9.66392,-8.582207,-7.2309203,-3.957607,-7.0130672,-5.274291,-4.56844,-0.07407961,-6.630079,-0.39353693,-1.2725668,-2.3064246,-1.739626,-3.3008459,-3.7424567,-4.228449,-4.200424,-1.6150343,-2.839831
Mario,-426.5703,104.24908,4.059071,33.41235,10.817495,12.285659,-10.7197695,6.673313,-8.357041,-7.97752,-8.239375,-8.887071,-8.427759,-7.5038066,-6.152401,-8.731454,-5.9017973,-1.9013011,0.19585598,-7.5822845,-0.1937327,-2.3861194,-2.667934,-1.3139287,-3.12917,-4.5693116,-3.333262,-3.1466131,-2.1768029,-2.8144474
Mario,-448.76343,109.33562,2.2302108,32.94438,6.4184813,11.055546,-11.523332,8.917096,-8.080378,-3.8050318,-7.916941,-5.816485,-7.089898,-8.6561985,-5.534461,-10.298672,-6.7094183,-3.4490116,-0.5410761,-6.751931,-0.23003751,-3.0528471,-2.6364625,-1.9176998,-1.9317955,-3.8355005,-3.3419957,-2.4668894,-2.1912138,-3.581663
Mario,-430.89102,108.84946,0.55092555,35.599174,8.734321,11.732639,-11.758965,10.413442,-8.842805,-6.058962,-7.681408,-7.1017685,-6.9793143,-8.371053,-5.117554,-9.341819,-5.6502547,-1.2591331,-0.054527104,-6.907482,-0.19611472,-2.692664,-2.8644524,-1.8531014,-1.3988324,-3.0476847,-2.2933214,-2.8593152,-1.9288086,-2.572433
Mario,-409.83063,122.7696,-6.668432,38.224113,13.35516,14.970017,-12.19081,9.473443,-9.791326,-3.6981518,-5.4148283,-5.421988,-7.1633325,-9.948269,-7.618256,-10.394376,-6.3177423,-2.949081,0.08583905,-7.886476,-0.25215176,-3.4966016,-2.7544935,-2.9408345,-3.9717524,-2.4136348,-2.9615214,-3.507251,-2.009279,-3.9331033
Marlon,-505.0949,115.064865,8.559047,15.777731,14.862092,18.577446,-13.639616,5.691127,-2.1560025,-13.707029,-3.5884252,-7.048543,-1.625493,-0.94602215,-0.2080119,-1.6827962,-3.2330265,-0.50454867,-4.2266383,-2.6808002,-1.8477597,0.18893893,-1.4791756,-1.6087427,-3.9602823,-3.8835444,-5.4932013,-4.3977284,-3.1967192,-4.700125
Marlon,-514.4929,104.84405,1.864742,18.1445,14.396606,19.428734,-11.611494,2.049618,-2.3379476,-9.028167,-1.2557447,-7.8003645,-1.8373117,1.1831498,-1.3994813,-3.8260994,-1.0127647,-0.16521604,-3.6123474,-2.062259,-2.0492923,0.7705925,-1.540923,-1.2406864,-3.8640327,-4.172799,-4.1720185,-4.209891,-2.4624944,-3.158537
Marlon,-519.3226,108.88295,2.5030348,16.621712,16.112715,17.727205,-15.496481,3.3352983,-0.6624359,-11.200667,-2.2012713,-6.1592917,-1.4330969,-0.6944833,-0.24127653,-0.3681578,-3.7904248,-1.0058736,-2.9229097,-1.7816423,-3.8797457,-1.6105388,-1.1117631,-2.4178503,-3.9943805,-2.643874,-5.05942,-4.5275197,-3.5446758,-2.526371
Marlon,-535.53815,91.432976,5.1468444,16.301107,11.283711,15.064112,-9.234762,0.5385863,-2.106273,-10.249847,-2.3816397,-5.3551326,-0.64106715,-1.8249366,-0.5849916,-1.6617501,-3.998168,-1.1872168,-1.6338335,-0.77716154,-2.379149,-0.58968216,-1.0027677,-2.667573,-3.6280384,-2.994367,-3.8233094,-3.8673074,-2.8965266,-2.175003
Marlon,-504.02133,104.4923,4.1508355,21.105242,18.705215,17.251415,-13.224738,3.4452379,-0.046368618,-8.261706,-2.566015,-4.9570885,-0.8471126,0.49949917,0.35176125,-1.0743068,-2.1515014,-1.7271402,-3.4810114,-1.4753664,-2.7382646,-0.62499064,-1.3135659,-0.6001738,-4.331316,-3.5702796,-4.4557667,-5.4663515,-4.414716,-2.1095662
MauM,-397.81357,120.667786,-3.3011084,38.9906,2.1939588,23.688492,-10.867346,-16.351221,-6.5697536,-13.638155,-9.85025,-2.626134,2.030768,-6.204213,2.917773,-3.5162332,-4.1516294,-6.586922,-4.7297487,-6.1883707,-9.717582,-1.3757545,-7.682601,-4.882872,-6.2607236,-5.141819,-4.875917,-6.8327947,-4.985686,-3.6200159
MauM,-392.08157,128.99086,-7.0085654,42.694267,3.2144272,21.602545,-9.646441,-16.69849,-9.453888,-11.132516,-11.029098,-4.5652027,1.9515507,-6.509153,4.3304305,-5.3452888,-6.0180078,-7.2499795,-3.2341635,-6.3010855,-9.503522,0.28760505,-8.07573,-3.880337,-6.349624,-4.4637074,-4.646501,-6.9139714,-5.2695603,-4.2492447
MauM,-423.26266,114.45645,-3.229496,34.393288,3.3834617,21.43846,-9.760295,-13.3890295,-5.638061,-11.302124,-8.370212,-2.826815,1.1021746,-6.1639075,0.9735461,-4.997357,-5.0764046,-6.65744,-2.424445,-5.4539056,-8.550054,-1.1835984,-7.8228207,-3.0606036,-4.8300815,-4.099265,-4.135184,-5.5136538,-4.391877,-4.1640334
MauM,-408.50098,113.524,-2.2699068,39.272312,4.0190244,18.666945,-13.163344,-13.765891,-7.256351,-13.096194,-8.273218,-3.6975577,3.8926287,-6.008449,1.083269,-2.2579715,-5.1702223,-7.1467166,-4.356406,-6.1346464,-8.773179,-1.2816118,-7.0998063,-3.7678306,-6.2346234,-3.1874192,-1.7232324,-6.683357,-4.682304,-3.866703
MauM,-375.05182,125.50461,-16.799269,47.234497,1.6409373,27.882719,-16.967918,-18.67553,-4.2623963,-13.484324,-10.198564,-3.1507232,2.9266503,-8.595689,2.678732,-6.2582474,-4.334823,-6.1195164,-3.6407735,-6.072994,-10.957693,2.5902033,-9.501362,-4.763891,-6.182523,-6.1003323,-2.2425756,-7.9184446,-4.1148148,-3.95267
Nula,-432.31073,111.04457,-11.437463,7.3061247,-1.8072534,12.423469,-3.329719,5.3070326,-4.8276796,4.5673027,2.3315628,0.4801754,-4.064207,-2.2271838,-3.6609745,-3.3062098,-2.418497,-0.0309311,-1.5416844,0.91851217,-0.43231365,-3.618178,-7.5974584,-4.358318,0.06682284,1.0460178,-3.4313848,-2.5042522,-3.5064867,-0.6583981
Nula,-434.94574,110.30066,-2.365069,10.917899,-6.947148,14.473594,-6.3862886,3.5416074,-3.4179306,9.351256,0.15972924,1.1831434,-6.100666,-0.062907144,-1.8187809,2.2331972,1.7979336,6.5258555,-1.4463996,0.30053815,-4.169701,0.07180294,-5.363443,0.10207494,-1.2817813,0.16873497,-3.9297051,-1.5748076,-5.020204,-0.43925592
Nula,-451.73026,107.51103,-18.782158,10.231171,-1.0649176,20.982544,-8.955638,1.173797,-0.8782277,12.243417,2.62199,2.0872943,-6.2898054,1.296973,1.4875116,3.3910406,-1.4442258,2.7159271,-2.2607005,4.0034494,1.7007113,-0.9496775,-10.604262,0.34775606,-0.15073776,-0.0836792,-1.9933393,-3.2270908,-5.200626,0.9974776
Nula,-465.897,128.92516,-2.1529276,12.76742,-1.2918726,17.581293,-5.565913,2.4190602,0.22563177,10.116019,4.3454814,4.6051245,-2.052003,1.89982,2.0649188,3.4663558,3.1673234,7.5989556,3.8644013,6.6951084,-0.32024372,0.82903194,-7.139916,-1.0613061,-2.6830008,-1.2931532,-2.8663368,-2.6062424,-7.1891117,-0.4094886
Sergio,-298.66748,124.336815,21.71275,23.32759,4.1830497,5.1588445,-4.9237156,-10.398749,0.57780063,4.298666,-8.21781,-4.9788356,-14.170259,-9.615163,3.701323,-1.1254864,-1.2919173,-1.1971964,-2.3997421,-11.698309,-6.993876,-0.33677065,-9.568907,-2.7990491,-3.5966315,-1.9243008,-0.476711,-1.4678411,-4.3096433,5.998698
Sergio,-331.85498,114.00372,20.229984,13.791578,13.767855,20.04393,-8.12039,-5.493795,6.2779408,8.994037,-7.717988,-12.105363,-15.793502,-2.9227016,1.4732411,-1.282472,-1.814808,-4.327752,0.3243897,-2.407051,-4.0926847,0.20378615,-5.844436,-3.069143,-1.4838785,-2.8641958,-4.09644,-1.1907738,-4.8336263,3.541043
Sergio,-314.31808,102.89652,6.236658,19.824043,2.1849108,21.208628,3.9722574,-18.448536,7.2323484,12.310615,-10.470293,1.5391171,-14.427277,-0.26980048,0.30287027,6.0024447,-6.125994,0.23053169,2.143089,-6.3212605,-2.8276844,3.2999942,-7.245759,0.10399794,-0.5748431,-3.5437088,-2.3103726,3.9413104,-6.559477,0.95695746
Sergio,-342.9923,119.54125,10.446841,17.145756,-2.883169,17.448833,-5.9541855,-16.73394,6.397969,10.935266,-4.828079,-1.9933765,-11.674012,-0.8155861,-1.4726477,0.25377667,-6.838925,-4.5996165,1.908692,-2.0361588,-4.4156346,-0.2568631,-0.5095841,-3.0464773,1.139334,-1.3726631,-4.958747,1.7340655,-2.154415,-0.98396707
Sergio,-309.04312,106.648544,7.623002,16.047134,7.007586,20.166859,-10.917418,-14.293291,6.946789,5.9596353,-5.9858756,0.8371727,-9.636572,-1.2120931,3.7942762,-1.310355,-6.8731155,-4.490303,3.1623297,-0.6497805,-6.741593,1.0144192,-3.2970793,-1.5164788,-2.0958216,-0.72506404,-2.217885,1.6284822,-1.8955433,2.1525128
Vanessa,-344.78726,74.82265,15.825139,8.773802,1.5858794,-0.08293121,-18.297361,0.6205646,8.177158,4.7240953,-2.2825558,-6.10579,-6.424422,-2.379841,5.6809278,-9.66978,1.7994158,-0.60989517,-1.6473219,-6.073303,-4.2980385,1.0803889,-5.3168783,-2.7496212,-5.008578,-0.07972154,0.08614695,9.365571,7.2271967,10.887229
Vanessa,-225.14908,86.597015,-13.133716,2.008302,9.330781,-12.499247,-49.93448,-7.7764235,-0.7237383,-7.8546576,-9.366173,-3.6823666,-15.056587,-2.5748322,1.9204544,-16.4282,-7.974039,0.06343115,-3.3586187,-1.2374915,-0.42649135,1.9065719,-1.6014315,1.09189,1.8250979,10.995399,1.3309542,11.522422,7.4523025,8.031919
Vanessa,-339.66833,72.965195,6.4398475,13.166771,-5.067632,-3.6845295,-9.203604,-12.376697,2.3476915,8.503371,-13.646826,-13.337285,-10.438932,-3.8990173,7.3425107,-16.629648,7.748438,-6.4250984,-9.719251,-4.750947,-6.4777412,-1.7473994,-0.5611734,-0.9146295,-1.7102274,-2.3546717,-1.2419559,7.7488394,-0.587362,5.447988
Vanessa,-347.2835,74.69065,19.756592,20.014599,-3.7032259,-1.5921335,-15.862164,-7.392532,5.2067366,4.7290025,-11.298601,-5.656353,-12.10858,-2.269966,-6.078326,-7.74192,2.443118,-2.8694475,-8.18621,-3.158638,-0.8280937,1.9200624,0.3340332,4.2693143,-0.2401826,-5.0658712,-1.0546753,3.8750234,-1.3389525,4.004161
Vanessa,-356.5209,86.56105,6.3674455,4.9163604,8.570179,7.3071566,-8.85376,-0.5760693,12.718239,6.4251513,-13.824399,2.0531855,-6.8469834,-3.2178805,2.6672692,-6.353274,0.64599353,-0.92912716,-0.15030494,-4.23319,-1.8591064,-1.752002,-6.3905234,-1.4828036,-0.7122931,-1.8028426,-2.4979146,6.5789,3.7204907,6.849432
Yoselin Estudillo,-381.26297,76.13427,-1.2200427,30.238474,-11.093962,-11.148537,-11.870112,-3.1215508,-16.672081,3.6757753,-18.260738,0.10169292,0.3914319,-9.652263,-1.8034711,-5.6841774,-1.7294176,-6.131764,-5.917415,3.056854,-7.878552,-2.6838374,0.45149082,0.83910847,3.0298438,2.884412,3.7288551,4.211471,4.347885,2.3213313
Yoselin Estudillo,-370.5802,70.061295,-10.144366,30.684155,-16.452139,-12.903405,-12.144084,-6.100698,-14.57739,1.8751833,-18.905989,0.85363406,-6.5299163,-8.231747,-0.03417184,-8.374244,-2.8104842,-4.885837,-5.306783,0.015750675,-2.925285,0.5160808,3.8220527,3.453204,4.8032384,4.332125,4.9863844,6.7982945,7.6629214,2.657015
Yoselin Estudillo,-424.51193,82.39697,-4.5432405,33.815346,-7.462927,-10.055045,-9.724473,-5.330143,-10.661725,-0.3161329,-16.38733,0.60441816,-6.604939,-9.083865,-1.0373412,-6.500885,-1.0320925,-3.059746,-5.9484873,-2.4925318,-6.7229075,-2.887267,-1.1365654,0.5212513,5.4201827,4.463306,3.0939832,2.1540303,2.5522182,0.6377256
Yoselin Estudillo,-419.17627,75.53041,-1.3140271,23.38234,-7.3191504,-8.958353,-7.014693,-7.6387973,-8.695819,-1.1559838,-13.002017,-1.271456,-3.5752745,-7.468974,0.28459567,-5.7656565,-2.433207,-3.4345977,-5.2874694,-2.999571,-5.074719,-3.305126,-1.507736,0.45644894,1.183363,1.2146922,1.1898154,1.1897833,2.4152143,0.48226613
Yoselin Estudillo,-384.37274,72.61687,-12.688564,26.139326,-15.166543,-7.75219,-10.890461,-5.9912267,-13.101957,-4.221861,-8.4861,0.83605623,-1.7088666,-6.1405435,-1.8922088,-6.2701244,-0.850795,-3.2210486,-8.489142,-1.4161527,-6.6021085,-3.482983,-0.32182968,-2.3753686,3.529863,4.443599,3.109095,3.8040044,3.6400635,1.7842447
